PARAMETERNAMN,UNIK_PARAMETERKOD,PROV_KOD_ORIGINAL,RAPPORT_KOD_LABB,LABB,UTFOR_LABB,ORGAN,MATVARDETEXT,MATVARDETAL,MATVARDETAL_ANM,ENHET,MATV_STD,RAPPORTERINGSGRANS_LOQ,DETEKTIONSGRANS_LOD,MATOSAKERHET,MATOSAKERHET_ENHET,MATOSAKERHET_TYP,MATVARDESPAR,DATUM_REG,PROV_LAGR,PROV_BERED,PROVKARL,ANALYS_DAT,ANALYS_MET,ACKREDITERAD_MET,ANALYS_INSTR,KOMMENTAR_MATVARDE
"Torrvikt, %",CH12/224,C1981/03960,C1981/03960 ITMLAM 2483-L313,ITMLAM,,LEVER,,22.6,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Krom,CH01/81,C1981/03960,C1981/03960 ITMM 2483-L313,ITMM,,LEVER,,0.1,<,ug.g-1.tv-1,q,0.1,,,,,Ja,,FRYST,,,,,,,
Nickel,CH01/123,C1981/03960,C1981/03960 ITMM 2483-L313,ITMM,,LEVER,,0.15,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Koppar,CH01/77,C1981/03960,C1981/03960 ITMM 2483-L313,ITMM,,LEVER,,74,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Zink,CH01/165,C1981/03960,C1981/03960 ITMM 2483-L313,ITMM,,LEVER,,155,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Kadmium,CH01/55,C1981/03960,C1981/03960 ITMM 2483-L313,ITMM,,LEVER,,1.24,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Bly,CH01/21,C1981/03960,C1981/03960 ITMM 2483-L313,ITMM,,LEVER,,0.02,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03831,C1981/03831 NRM ,NRM,,HELKROPP,,43.1,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03831,C1981/03831 NRM ,NRM,,HELKROPP,,15.1,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03831,C1981/03831 NRM ,NRM,,HELKROPP,,4,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03831,C1981/03831 NSL 820477.10.015.821004,NSL,,MUSKEL,,0.83,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03832,C1981/03832 NRM ,NRM,,HELKROPP,,31.7,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03832,C1981/03832 NRM ,NRM,,HELKROPP,,14.1,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03832,C1981/03832 NRM ,NRM,,HELKROPP,,3,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03832,C1981/03832 NSL 820478.10.150.821004,NSL,,MUSKEL,,0.71,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03833,C1981/03833 NRM ,NRM,,HELKROPP,,120.4,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03833,C1981/03833 NRM ,NRM,,HELKROPP,,20.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03833,C1981/03833 NRM ,NRM,,HELKROPP,,7,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03833,C1981/03833 NSL 820479.10.073.821004,NSL,,MUSKEL,,0.66,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03834,C1981/03834 NRM ,NRM,,HELKROPP,,93,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03834,C1981/03834 NRM ,NRM,,HELKROPP,,19.2,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03834,C1981/03834 NRM ,NRM,,HELKROPP,,5,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03834,C1981/03834 NSL 820480.10.333.821004,NSL,,MUSKEL,,0.72,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03835,C1981/03835 NRM ,NRM,,HELKROPP,,86.9,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03835,C1981/03835 NRM ,NRM,,HELKROPP,,18.9,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03835,C1981/03835 NRM ,NRM,,HELKROPP,,7,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03835,C1981/03835 NSL 820481.10.217.821004,NSL,,MUSKEL,,0.67,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03836,C1981/03836 NRM ,NRM,,HELKROPP,,72.4,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03836,C1981/03836 NRM ,NRM,,HELKROPP,,6,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03836,C1981/03836 NSL 820482.10.128.821004,NSL,,MUSKEL,,0.69,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03837,C1981/03837 NRM ,NRM,,HELKROPP,,92,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03837,C1981/03837 NRM ,NRM,,HELKROPP,,19.4,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03837,C1981/03837 NRM ,NRM,,HELKROPP,,8,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03837,C1981/03837 NSL 820483.10.222.821004,NSL,,MUSKEL,,0.66,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03838,C1981/03838 NRM ,NRM,,HELKROPP,,126.5,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03838,C1981/03838 NRM ,NRM,,HELKROPP,,21,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03838,C1981/03838 NRM ,NRM,,HELKROPP,,8,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03838,C1981/03838 NSL 820484.10.054.821004,NSL,,MUSKEL,,0.54,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03839,C1981/03839 NRM ,NRM,,HELKROPP,,169,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03839,C1981/03839 NRM ,NRM,,HELKROPP,,22.9,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03839,C1981/03839 NRM ,NRM,,HELKROPP,,8,"",ar,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03840,C1981/03840 NRM ,NRM,,HELKROPP,,166.7,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03840,C1981/03840 NRM ,NRM,,HELKROPP,,9,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03840,C1981/03840 NSL 820486.10.247.821004,NSL,,MUSKEL,,0.59,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"2,2',4,4',5,6'-Hexabromdifenyleter (PBDE154)",CH07/139,C81/,C81/ NSL POOL 810459-468,NSL,,MUSKEL,,1.82,"",ng.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,2',4,4',5,5'-Hexabromdifenyleter (PBDE153)",CH07/137,C81/,C81/ NSL POOL 810459-468,NSL,,MUSKEL,,1.2,"",ng.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt (medelvärde),CH12/234,C1981/03048-03057,C1981/03048-03057 NRM ,NRM,,HELKROPP,,2086,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd (medelvärde),CH12/163,C1981/03048-03057,C1981/03048-03057 NRM ,NRM,,HELKROPP,,64.8,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,0.51,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"2,3,7,8-Tetraklordibensofuran (2,3,7,8-TCDF)",CH07/214,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,39.2,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,7,8-Tetraklordibenso-p-dioxin (2,3,7,8-TCDD)",CH07/215,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,2,<,pg.g-1.lv-1,q,2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8-Pentaklordibensofuran (1,2,3,7,8-PeCDF)",CH07/60,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,2,<,pg.g-1.lv-1,q,2,,,,,Ja,,FRYST,,,,,,,
"2,3,4,7,8-Pentaklordibensofuran (2,3,4,7,8-PeCDF)",CH07/197,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,7.8,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"1,2,3,7,8-Pentaklordibenso-p-dioxin (1,2,3,7,8-PeCDD)",CH07/61,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,2,<,pg.g-1.lv-1,q,2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8-Hexaklordibensofuran (1,2,3,4,7,8-HxCDF)",CH07/32,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,2,<,pg.g-1.lv-1,q,2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,6,7,8-Hexaklordibensofuran (1,2,3,6,7,8-HxCDF)",CH07/46,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,2,<,pg.g-1.lv-1,q,2,,,,,Ja,,FRYST,,,,,,,
"2,3,4,6,7,8-Hexaklordibensofuran (2,3,4,6,7,8-HxCDF)",CH07/191,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,2,<,pg.g-1.lv-1,q,2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8,9-Hexaklordibensofuran (1,2,3,7,8,9-HxCDF)",CH07/52,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,2,<,pg.g-1.lv-1,q,2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8-Hexaklordibenso-p-dioxin (1,2,3,4,7,8-HxCDD)",CH07/33,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,5.9,<,pg.g-1.lv-1,q,5.9,,,,,Ja,,FRYST,,,,,,,
"1,2,3,6,7,8-Hexaklordibenso-p-dioxin (1,2,3,6,7,8-HxCDD)",CH07/47,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,5.9,<,pg.g-1.lv-1,q,5.9,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8,9-Hexaklordibenso-p-dioxin (1,2,3,7,8,9-HxCDD)",CH07/53,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,5.9,<,pg.g-1.lv-1,q,5.9,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8-Heptaklordibensofuran (1,2,3,4,6,7,8-HpCDF)",CH07/22,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,39.2,<,pg.g-1.lv-1,q,39.2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8,9-Heptaklordibensofuran (1,2,3,4,7,8,9-HpCDF)",CH07/27,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,39.2,<,pg.g-1.lv-1,q,39.2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8-Heptaklordibenso-p-dioxin (1,2,3,4,6,7,8-HpCDD)",CH07/23,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,39.2,<,pg.g-1.lv-1,q,39.2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8,9-Oktaklordibensofuran (1,2,3,4,6,7,8,9-OCDF)",CH07/16,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,98,<,pg.g-1.lv-1,q,98,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8,9-Oktaklordibenso-p-dioxin (1,2,3,4,6,7,8,9-OCDD)",CH07/17,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,98,<,pg.g-1.lv-1,q,98,,,,,Ja,,FRYST,,,,,,,
"3,3',4,4'-Tetraklorbifenyl (PCB77)",CH07/260,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,137.3,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"3,3',4,4',5-Pentaklorbifenyl (PCB126)",CH07/258,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,317.6,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"3,3',4,4',5,5'-Hexaklorbifenyl (PCB169)",CH07/256,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,147.1,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,3',4,4'-Pentaklorobifenyl (PCB105)",CH07/175,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,9412,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3',4,4',5-Pentaklorbifenyl (PCB118)",CH07/185,C1981/03048-03057,C1981/03048-03057 UMU 002s082,UMU,,MUSKEL,,50392,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03945,C1981/03945 NRM ,NRM,,HELKROPP,,1200,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03945,C1981/03945 NRM ,NRM,,HELKROPP,,57,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03945,C1981/03945 NRM ,NRM,,HELKROPP,,4,"",ar,"",,,,,,"",,FRYST,,,,,,,
"2,2',4,4',5,6'-Hexabromdifenyleter (PBDE154)",CH07/139,C1981/03945,C1981/03945 NSL 810459,NSL,,MUSKEL,,2.551,"",ng.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,2',4,4',5,5'-Hexabromdifenyleter (PBDE153)",CH07/137,C1981/03945,C1981/03945 NSL 810459,NSL,,MUSKEL,,2.25,"",ng.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03945,C1981/03945 NSL 810459,NSL,,MUSKEL,,0.56,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1981/03945,C1981/03945 NUL P81/3945.0.930.990422,NUL,,MUSKEL,,330,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt (medelvärde),CH12/234,C1981/03945-03954,C1981/03945-03954 NRM ,NRM,,HELKROPP,,1587,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd (medelvärde),CH12/163,C1981/03945-03954,C1981/03945-03954 NRM ,NRM,,HELKROPP,,62.8,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder (medelvärde),CH12/241,C1981/03945-03954,C1981/03945-03954 NRM ,NRM,,HELKROPP,,5.3,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,0.77,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"2,3,7,8-Tetraklordibensofuran (2,3,7,8-TCDF)",CH07/214,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,113,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,7,8-Tetraklordibenso-p-dioxin (2,3,7,8-TCDD)",CH07/215,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"1,2,3,7,8-Pentaklordibensofuran (1,2,3,7,8-PeCDF)",CH07/60,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,9.1,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,4,7,8-Pentaklordibensofuran (2,3,4,7,8-PeCDF)",CH07/197,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,51.9,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"1,2,3,7,8-Pentaklordibenso-p-dioxin (1,2,3,7,8-PeCDD)",CH07/61,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8-Hexaklordibensofuran (1,2,3,4,7,8-HxCDF)",CH07/32,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,6,7,8-Hexaklordibensofuran (1,2,3,6,7,8-HxCDF)",CH07/46,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"2,3,4,6,7,8-Hexaklordibensofuran (2,3,4,6,7,8-HxCDF)",CH07/191,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8,9-Hexaklordibensofuran (1,2,3,7,8,9-HxCDF)",CH07/52,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8-Hexaklordibenso-p-dioxin (1,2,3,4,7,8-HxCDD)",CH07/33,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,6,7,8-Hexaklordibenso-p-dioxin (1,2,3,6,7,8-HxCDD)",CH07/47,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8,9-Hexaklordibenso-p-dioxin (1,2,3,7,8,9-HxCDD)",CH07/53,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8-Heptaklordibensofuran (1,2,3,4,6,7,8-HpCDF)",CH07/22,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8,9-Heptaklordibensofuran (1,2,3,4,7,8,9-HpCDF)",CH07/27,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8-Heptaklordibenso-p-dioxin (1,2,3,4,6,7,8-HpCDD)",CH07/23,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8,9-Oktaklordibensofuran (1,2,3,4,6,7,8,9-OCDF)",CH07/16,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8,9-Oktaklordibenso-p-dioxin (1,2,3,4,6,7,8,9-OCDD)",CH07/17,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,13,<,pg.g-1.lv-1,q,13,,,,,Ja,,FRYST,,,,,,,
"3,3',4,4'-Tetraklorbifenyl (PCB77)",CH07/260,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,198.7,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"3,3',4,4',5-Pentaklorbifenyl (PCB126)",CH07/258,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,553.2,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"3,3',4,4',5,5'-Hexaklorbifenyl (PCB169)",CH07/256,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,87,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,3',4,4'-Pentaklorobifenyl (PCB105)",CH07/175,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,81558,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3',4,4',5-Pentaklorbifenyl (PCB118)",CH07/185,C1981/03945-03954,C1981/03945-03954 UMU 002s107,UMU,,MUSKEL,,282468,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03946,C1981/03946 NRM ,NRM,,HELKROPP,,1520,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03946,C1981/03946 NRM ,NRM,,HELKROPP,,60,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03946,C1981/03946 NRM ,NRM,,HELKROPP,,5,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03946,C1981/03946 NSL 810460,NSL,,MUSKEL,,0.55,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1981/03946,C1981/03946 NUL P81/3946.0.926.990422,NUL,,MUSKEL,,270,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1981/03947,C1981/03947 NRM ,NRM,,HELKROPP,,1280,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1981/03947,C1981/03947 NRM ,NRM,,HELKROPP,,60,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1981/03947,C1981/03947 NRM ,NRM,,HELKROPP,,7,"",ar,"",,,,,,"",,FRYST,,,,,,,
"2,2',4,4',5,6'-Hexabromdifenyleter (PBDE154)",CH07/139,C1981/03947,C1981/03947 NSL 810461,NSL,,MUSKEL,,1.808,"",ng.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,2',4,4',5,5'-Hexabromdifenyleter (PBDE153)",CH07/137,C1981/03947,C1981/03947 NSL 810461,NSL,,MUSKEL,,2.03,"",ng.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1981/03947,C1981/03947 NSL 810461,NSL,,MUSKEL,,0.55,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1983/03002,C1983/03002 NRM ,NRM,,HELKROPP,,55,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1983/03002,C1983/03002 NRM ,NRM,,HELKROPP,,15.6,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1983/03002,C1983/03002 NRM ,NRM,,HELKROPP,,6,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1983/03002,C1983/03002 NSL 830032.10.524.830118,NSL,,MUSKEL,,1.59,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1983/03003,C1983/03003 NRM ,NRM,,HELKROPP,,38.4,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1983/03003,C1983/03003 NRM ,NRM,,HELKROPP,,14.4,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1983/03003,C1983/03003 NRM ,NRM,,HELKROPP,,7,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1983/03003,C1983/03003 NSL 830033.8.795.830118,NSL,,MUSKEL,,0.91,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1983/03004,C1983/03004 NRM ,NRM,,HELKROPP,,52.7,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1983/03004,C1983/03004 NRM ,NRM,,HELKROPP,,16.1,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1983/03004,C1983/03004 NRM ,NRM,,HELKROPP,,7,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1983/03004,C1983/03004 NSL 830034.10.139.830118,NSL,,MUSKEL,,0.82,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1983/03005,C1983/03005 NRM ,NRM,,HELKROPP,,40.5,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1983/03005,C1983/03005 NRM ,NRM,,HELKROPP,,14.6,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1983/03005,C1983/03005 NRM ,NRM,,HELKROPP,,6,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1983/03005,C1983/03005 NSL 830035.9.485.830118,NSL,,MUSKEL,,0.79,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1983/03006,C1983/03006 NRM ,NRM,,HELKROPP,,66.2,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1983/03006,C1983/03006 NRM ,NRM,,HELKROPP,,17.3,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1983/03006,C1983/03006 NRM ,NRM,,HELKROPP,,8,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1983/03006,C1983/03006 NSL 830036.10.097.830118,NSL,,MUSKEL,,1.07,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1983/03007,C1983/03007 NRM ,NRM,,HELKROPP,,43.6,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1983/03007,C1983/03007 NRM ,NRM,,HELKROPP,,15.3,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1983/03007,C1983/03007 NRM ,NRM,,HELKROPP,,6,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1983/03007,C1983/03007 NSL 830037.10.216.830118,NSL,,MUSKEL,,1.39,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1983/03008,C1983/03008 NRM ,NRM,,HELKROPP,,64.3,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1983/03008,C1983/03008 NRM ,NRM,,HELKROPP,,17,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1983/03008,C1983/03008 NRM ,NRM,,HELKROPP,,8,"",ar,"",,,,,,"",,FRYST,,,,,,,
